Year,Age,Male,Female
1981,0,118511,112822
1981,1,117238,111600
1981,2,115994,110344
1981,3,116843,111565
1981,4,118169,112717
1981,5,119799,114258
1981,6,123112,117348
1981,7,127686,121368
1981,8,132249,126208
1981,9,138199,132828
1981,10,143544,138052
1981,11,140403,134673
1981,12,135874,130144
1981,13,132809,127251
1981,14,129238,123443
1981,15,128036,122323
1981,16,128451,123011
1981,17,131533,126160
1981,18,134888,129748
1981,19,136376,132187
1981,20,136836,133248
1981,21,135830,132267
1981,22,133383,130186
1981,23,131747,128242
1981,24,129746,126087
1981,25,128474,124691
1981,26,126671,123519
1981,27,124250,122079
1981,28,124378,122364
1981,29,124305,121904
1981,30,125228,122402
1981,31,125072,121623
1981,32,122392,119254
1981,33,122697,119555
1981,34,127476,123012
1981,35,120493,115905
1981,36,108465,104523
1981,37,104670,101115
1981,38,98091,94283
1981,39,93927,89726
1981,40,93599,89212
1981,41,89898,84996
1981,42,86610,82024
1981,43,84525,80858
1981,44,81265,77413
1981,45,79817,76072
1981,46,77173,73855
1981,47,74409,70666
1981,48,74182,70224
1981,49,74752,70707
1981,50,78108,74702
1981,51,79189,76006
1981,52,78522,74563
1981,53,79755,75917
1981,54,78540,75390
1981,55,77453,75447
1981,56,76668,75774
1981,57,74450,74137
1981,58,72515,73019
1981,59,71054,73019
1981,60,69564,74022
1981,61,64922,70297
1981,62,57463,62769
1981,63,53165,59743
1981,64,52982,59676
1981,65,53172,59920
1981,66,52608,59610
1981,67,51544,58672
1981,68,48619,56339
1981,69,45292,53610
1981,70,42638,52498
1981,71,39131,49496
1981,72,35617,45428
1981,73,32624,42904
1981,74,29634,39630
1981,75,27173,37077
1981,76,24626,34872
1981,77,21496,31429
1981,78,18668,28221
1981,79,16389,26006
1981,80,14674,25530
1981,81,13059,24508
1981,82,10547,20506
1981,83,8220,17245
1981,84,6906,15634
1981,85,5823,14062
1981,86,4870,12377
1981,87,4008,10380
1981,88,3232,8644
1981,89,2662,7288
1981,90,2124,6038
1981,91,1561,4755
1981,92,1141,3596
1981,93,856,2702
1981,94,588,1954
1981,95,417,1430
1981,96,296,1051
1981,97,178,667
1981,98,118,416
1981,99,84,311
1982,0,121462,115082
1982,1,120314,114709
1982,2,118356,112537
1982,3,117209,111308
1982,4,117984,112568
1982,5,119236,113689
1982,6,120882,115161
1982,7,124177,118272
1982,8,128749,122298
1982,9,133499,127219
1982,10,139491,133878
1982,11,144714,139054
1982,12,141475,135617
1982,13,136706,130833
1982,14,133590,127803
1982,15,129869,123939
1982,16,128494,122829
1982,17,129039,123719
1982,18,132320,126990
1982,19,135883,130734
1982,20,137473,133248
1982,21,138054,134336
1982,22,136925,133273
1982,23,134435,131116
1982,24,132791,129284
1982,25,130697,127346
1982,26,129679,126255
1982,27,127611,124891
1982,28,124895,123272
1982,29,125219,123701
1982,30,125082,123172
1982,31,125885,123584
1982,32,125990,123012
1982,33,123484,120505
1982,34,123900,120609
1982,35,129024,124219
1982,36,122104,117006
1982,37,109386,104957
1982,38,105372,101568
1982,39,99188,95236
1982,40,94659,90232
1982,41,93972,89258
1982,42,90442,85239
1982,43,86936,82155
1982,44,84711,80840
1982,45,81898,77844
1982,46,80482,76621
1982,47,77320,73921
1982,48,74414,70655
1982,49,74323,70475
1982,50,74657,70705
1982,51,77725,74268
1982,52,78955,75730
1982,53,78250,74345
1982,54,79213,75477
1982,55,78144,75200
1982,56,77196,75614
1982,57,76041,75603
1982,58,73610,73828
1982,59,71797,73057
1982,60,70378,72885
1982,61,68861,73631
1982,62,64063,69825
1982,63,56499,62210
1982,64,52137,59006
1982,65,51882,58990
1982,66,51914,59282
1982,67,51155,58842
1982,68,49946,57939
1982,69,47056,55739
1982,70,43628,52787
1982,71,40899,51336
1982,72,37505,48395
1982,73,33862,44233
1982,74,30743,41520
1982,75,27896,38446
1982,76,25409,35855
1982,77,22740,33448
1982,78,19717,30027
1982,79,17036,26945
1982,80,14819,24653
1982,81,13173,24018
1982,82,11652,22930
1982,83,9278,18957
1982,84,7108,15689
1982,85,5907,14081
1982,86,4920,12503
1982,87,4053,10843
1982,88,3294,9009
1982,89,2607,7391
1982,90,2084,6084
1982,91,1646,4944
1982,92,1206,3834
1982,93,856,2863
1982,94,625,2113
1982,95,423,1490
1982,96,308,1115
1982,97,215,819
1982,98,107,419
1982,99,66,225
1983,0,122869,116582
1983,1,122845,116440
1983,2,120926,115210
1983,3,119030,113102
1983,4,117837,111797
1983,5,118563,113046
1983,6,119755,114153
1983,7,121448,115553
1983,8,124776,118722
1983,9,129270,122768
1983,10,134223,127809
1983,11,140367,134496
1983,12,145442,139601
1983,13,142111,136108
1983,14,137130,131093
1983,15,133948,128011
1983,16,130177,124218
1983,17,128732,123106
1983,18,129523,124261
1983,19,132971,127714
1983,20,136345,131280
1983,21,137843,133570
1983,22,138576,134666
1983,23,137175,133564
1983,24,134564,131415
1983,25,132939,129820
1983,26,130819,128010
1983,27,130112,127098
1983,28,127736,125617
1983,29,124698,123840
1983,30,125277,124360
1983,31,125077,123798
1983,32,125850,124093
1983,33,126218,123735
1983,34,123809,121119
1983,35,124316,120993
1983,36,129817,124800
1983,37,123211,117583
1983,38,109841,104957
1983,39,105594,101645
1983,40,99903,95872
1983,41,95039,90459
1983,42,93996,89057
1983,43,90619,85230
1983,44,86871,82053
1983,45,84512,80594
1983,46,82210,78057
1983,47,80994,77058
1983,48,77391,73920
1983,49,74232,70562
1983,50,74294,70638
1983,51,74447,70625
1983,52,77214,73748
1983,53,78640,75375
1983,54,77917,74091
1983,55,78560,75015
1983,56,77642,74937
1983,57,76835,75676
1983,58,75305,75417
1983,59,72718,73556
1983,60,71044,73096
1983,61,69615,72726
1983,62,68070,73169
1983,63,63183,69283
1983,64,55530,61568
1983,65,51082,58203
1983,66,50790,58278
1983,67,50631,58551
1983,68,49673,57994
1983,69,48367,57177
1983,70,45532,55051
1983,71,42007,51832
1983,72,39106,50018
1983,73,35846,47157
1983,74,32154,42984
1983,75,28935,40085
1983,76,26215,37184
1983,77,23726,34602
1983,78,20986,32017
1983,79,18067,28597
1983,80,15565,25639
1983,81,13415,23296
1983,82,11787,22517
1983,83,10365,21389
1983,84,8160,17524
1983,85,6140,14286
1983,86,5054,12667
1983,87,4146,11110
1983,88,3361,9487
1983,89,2697,7783
1983,90,2112,6364
1983,91,1669,5171
1983,92,1291,4111
1983,93,942,3142
1983,94,665,2292
1983,95,480,1648
1983,96,335,1156
1983,97,247,911
1983,98,161,656
1983,99,51,211
1984,0,121136,115675
1984,1,123277,117371
1984,2,123290,117010
1984,3,121569,115789
1984,4,119744,113737
1984,5,118505,112395
1984,6,119168,113550
1984,7,120243,114604
1984,8,121950,116001
1984,9,125344,119193
1984,10,129828,123184
1984,11,134979,128340
1984,12,141176,135119
1984,13,146058,140130
1984,14,142677,136581
1984,15,137488,131408
1984,16,134231,128270
1984,17,130435,124520
1984,18,129080,123599
1984,19,130188,125073
1984,20,133499,128459
1984,21,136701,131838
1984,22,138391,134035
1984,23,139269,135177
1984,24,137644,134052
1984,25,135106,132032
1984,26,133607,130646
1984,27,131389,128885
1984,28,130920,128136
1984,29,128178,126389
1984,30,124610,124481
1984,31,125329,125114
1984,32,125136,124392
1984,33,125825,124553
1984,34,126418,124367
1984,35,124069,121644
1984,36,124624,121372
1984,37,130481,125295
1984,38,124146,118064
1984,39,110239,104859
1984,40,105786,101573
1984,41,100482,96408
1984,42,95336,90611
1984,43,93920,88794
1984,44,90681,85241
1984,45,86829,82009
1984,46,84322,80355
1984,47,82506,78298
1984,48,81468,77495
1984,49,77381,73915
1984,50,74076,70507
1984,51,74317,70857
1984,52,74217,70571
1984,53,76667,73255
1984,54,78301,75069
1984,55,77634,73839
1984,56,77957,74565
1984,57,77110,74698
1984,58,76452,75769
1984,59,74525,75261
1984,60,71775,73269
1984,61,70278,73168
1984,62,68778,72588
1984,63,67177,72662
1984,64,62280,68722
1984,65,54580,60910
1984,66,49975,57349
1984,67,49555,57507
1984,68,49275,57768
1984,69,48124,57038
1984,70,46643,56280
1984,71,43823,54250
1984,72,40180,50779
1984,73,37198,48621
1984,74,34114,45888
1984,75,30355,41699
1984,76,27082,38581
1984,77,24549,35843
1984,78,22048,33256
1984,79,19208,30503
1984,80,16426,27118
1984,81,14139,24310
1984,82,12063,21865
1984,83,10469,20915
1984,84,9121,19756
1984,85,7098,15991
1984,86,5276,12840
1984,87,4279,11286
1984,88,3450,9791
1984,89,2750,8197
1984,90,2158,6620
1984,91,1681,5374
1984,92,1304,4299
1984,93,982,3346
1984,94,723,2517
1984,95,508,1815
1984,96,354,1280
1984,97,256,890
1984,98,209,757
1984,99,127,531
1985,0,122509,116652
1985,1,123282,117987
1985,2,124047,118116
1985,3,124163,117819
1985,4,122542,116573
1985,5,120725,114564
1985,6,119439,113171
1985,7,120018,114242
1985,8,120982,115236
1985,9,122684,116556
1985,10,126116,119799
1985,11,130576,123822
1985,12,135883,129107
1985,13,142173,135949
1985,14,146887,140867
1985,15,143400,137299
1985,16,138006,131902
1985,17,134762,128728
1985,18,131018,125155
1985,19,129779,124518
1985,20,130887,126227
1985,21,134150,129456
1985,22,137590,132669
1985,23,139563,134879
1985,24,140585,136294
1985,25,138745,135276
1985,26,136269,133195
1985,27,134852,131866
1985,28,132577,130131
1985,29,132264,129519
1985,30,129060,127576
1985,31,124985,125448
1985,32,125808,126144
1985,33,125588,125194
1985,34,126221,125097
1985,35,127029,125150
1985,36,124753,122380
1985,37,125211,121861
1985,38,131390,125978
1985,39,125361,118784
1985,40,110779,104955
1985,41,106139,101678
1985,42,101245,97047
1985,43,95787,90868
1985,44,94065,88622
1985,45,90941,85317
1985,46,86882,82048
1985,47,84246,80196
1985,48,82877,78560
1985,49,81965,77930
1985,50,77436,73920
1985,51,73940,70479
1985,52,74356,71071
1985,53,74011,70520
1985,54,76121,72783
1985,55,77976,74746
1985,56,77329,73610
1985,57,77281,74108
1985,58,76496,74402
1985,59,76010,75827
1985,60,73713,75040
1985,61,70811,72909
1985,62,69467,73171
1985,63,67886,72398
1985,64,66252,72130
1985,65,61307,68143
1985,66,53571,60236
1985,67,48855,56463
1985,68,48302,56677
1985,69,47811,56891
1985,70,46465,56029
1985,71,44884,55307
1985,72,42085,53275
1985,73,38349,49583
1985,74,35281,47115
1985,75,32359,44437
1985,76,28559,40191
1985,77,25238,36910
1985,78,22829,34384
1985,79,20280,31727
1985,80,17399,28742
1985,81,14785,25492
1985,82,12662,22871
1985,83,10621,20297
1985,84,9154,19202
1985,85,7951,18045
1985,86,6059,14368
1985,87,4392,11270
1985,88,3524,9835
1985,89,2802,8425
1985,90,2187,6897
1985,91,1679,5529
1985,92,1297,4440
1985,93,996,3435
1985,94,728,2627
1985,95,556,1988
1985,96,396,1421
1985,97,264,969
1985,98,202,680
1985,99,179,637
1986,0,124203,118033
1986,1,123681,117987
1986,2,124261,118966
1986,3,125086,119018
1986,4,125211,118786
1986,5,123671,117631
1986,6,121926,115572
1986,7,120585,114144
1986,8,121035,115152
1986,9,121953,116070
1986,10,123694,117366
1986,11,127093,120637
1986,12,131482,124714
1986,13,136812,129913
1986,14,143108,136616
1986,15,147676,141533
1986,16,144159,138126
1986,17,138584,132654
1986,18,135319,129545
1986,19,131782,126333
1986,20,130554,125895
1986,21,131627,127572
1986,22,135105,130648
1986,23,138669,133845
1986,24,140534,136167
1986,25,141789,138096
1986,26,140116,137178
1986,27,137453,134748
1986,28,135861,133392
1986,29,133632,131638
1986,30,133355,131004
1986,31,130057,128967
1986,32,125890,126678
1986,33,126584,127235
1986,34,126265,126143
1986,35,126884,126083
1986,36,127697,126094
1986,37,125547,123202
1986,38,126069,122617
1986,39,131823,126405
1986,40,125832,119306
1986,41,111474,105597
1986,42,106661,102069
1986,43,101604,97316
1986,44,96013,90999
1986,45,94303,88710
1986,46,91105,85462
1986,47,87013,82157
1986,48,84413,80322
1986,49,83052,78802
1986,50,81966,78101
1986,51,77279,73991
1986,52,73829,70574
1986,53,74183,71080
1986,54,73700,70429
1986,55,75642,72661
1986,56,77532,74608
1986,57,76876,73466
1986,58,76674,73944
1986,59,75964,74278
1986,60,75427,75795
1986,61,72859,74874
1986,62,69887,72631
1986,63,68467,72826
1986,64,66719,71867
1986,65,65101,71505
1986,66,60250,67531
1986,67,52501,59614
1986,68,47656,55676
1986,69,46963,55763
1986,70,46299,55907
1986,71,44824,55003
1986,72,43113,54184
1986,73,40249,52015
1986,74,36415,48190
1986,75,33290,45560
1986,76,30456,42915
1986,77,26704,38683
1986,78,23424,35248
1986,79,21101,32777
1986,80,18606,30131
1986,81,15795,27093
1986,82,13297,23892
1986,83,11280,21281
1986,84,9333,18679
1986,85,7930,17435
1986,86,6832,16223
1986,87,5155,12813
1986,88,3677,9930
1986,89,2909,8564
1986,90,2256,7189
1986,91,1714,5746
1986,92,1300,4545
1986,93,1006,3616
1986,94,752,2745
1986,95,536,2054
1986,96,430,1582
1986,97,287,1093
1986,98,185,700
1986,99,169,523
1987,0,125625,119442
1987,1,124523,118340
1987,2,125178,119444
1987,3,125677,120287
1987,4,126493,120234
1987,5,126499,119938
1987,6,125161,118894
1987,7,123442,116852
1987,8,122007,115436
1987,9,122453,116363
1987,10,123302,117187
1987,11,125068,118589
1987,12,128375,121889
1987,13,132582,125867
1987,14,137719,130720
1987,15,143891,137204
1987,16,148329,142247
1987,17,144894,139153
1987,18,139211,133810
1987,19,135945,130800
1987,20,132760,127842
1987,21,131666,127536
1987,22,132701,129098
1987,23,136188,132310
1987,24,139682,135680
1987,25,141395,137909
1987,26,143133,140279
1987,27,141959,139572
1987,28,138837,136698
1987,29,136896,135107
1987,30,134787,133275
1987,31,134477,132617
1987,32,131499,130703
1987,33,127534,128308
1987,34,127814,128470
1987,35,127314,127186
1987,36,128153,127394
1987,37,128764,127126
1987,38,126643,124042
1987,39,127194,123569
1987,40,131901,126509
1987,41,125841,119613
1987,42,112322,106800
1987,43,107310,102657
1987,44,101634,97116
1987,45,96114,90965
1987,46,94567,89054
1987,47,91196,85682
1987,48,87285,82364
1987,49,84755,80673
1987,50,82998,78970
1987,51,81536,77956
1987,52,77085,74066
1987,53,73786,70787
1987,54,73813,70878
1987,55,73294,70291
1987,56,75215,72875
1987,57,76959,74735
1987,58,76345,73566
1987,59,76040,74147
1987,60,75211,74291
1987,61,74649,75587
1987,62,72084,74676
1987,63,69086,72367
1987,64,67356,72159
1987,65,65308,71055
1987,66,63633,70775
1987,67,58981,66897
1987,68,51377,59115
1987,69,46383,55070
1987,70,45426,54844
1987,71,44639,54853
1987,72,43103,53966
1987,73,41202,52923
1987,74,38207,50491
1987,75,34381,46633
1987,76,31204,43915
1987,77,28367,41137
1987,78,24792,37013
1987,79,21583,33625
1987,80,19274,31001
1987,81,16870,28285
1987,82,14203,25292
1987,83,11829,22135
1987,84,9861,19493
1987,85,8093,17001
1987,86,6803,15620
1987,87,5716,14269
1987,88,4253,11222
1987,89,3001,8608
1987,90,2333,7297
1987,91,1781,6015
1987,92,1335,4721
1987,93,997,3658
1987,94,755,2827
1987,95,553,2084
1987,96,397,1524
1987,97,338,1232
1987,98,190,763
1987,99,107,405
1988,0,126699,120458
1988,1,126225,120224
1988,2,126345,120035
1988,3,127131,121258
1988,4,127552,121995
1988,5,128313,121801
1988,6,128188,121391
1988,7,126948,120466
1988,8,125191,118428
1988,9,123693,117015
1988,10,124121,117863
1988,11,124925,118560
1988,12,126638,119996
1988,13,129829,123302
1988,14,134009,127237
1988,15,138933,131826
1988,16,145031,138230
1988,17,149410,143485
1988,18,146055,140760
1988,19,140276,135554
1988,20,136815,132417
1988,21,133813,129474
1988,22,133029,129299
1988,23,134007,130903
1988,24,137510,134335
1988,25,141095,138027
1988,26,142808,140318
1988,27,145123,143026
1988,28,144431,142447
1988,29,140808,138974
1988,30,138394,137121
1988,31,136470,135365
1988,32,136145,134720
1988,33,133387,132925
1988,34,129601,130370
1988,35,129507,130013
1988,36,128862,128456
1988,37,129741,128901
1988,38,130012,128373
1988,39,128014,125258
1988,40,128637,124872
1988,41,132218,126870
1988,42,125995,120089
1988,43,113300,108056
1988,44,108139,103358
1988,45,101847,97024
1988,46,96299,91023
1988,47,94957,89447
1988,48,91453,85916
1988,49,87720,82603
1988,50,85193,81034
1988,51,82987,79178
1988,52,81156,77892
1988,53,76915,74256
1988,54,73758,71101
1988,55,73434,70772
1988,56,72914,70273
1988,57,74852,73139
1988,58,76443,74811
1988,59,75816,73579
1988,60,75424,74293
1988,61,74473,74265
1988,62,73792,75307
1988,63,71180,74438
1988,64,68176,72126
1988,65,66128,71420
1988,66,63811,70154
1988,67,62095,70020
1988,68,57620,66213
1988,69,50215,58535
1988,70,45089,54398
1988,71,43844,53899
1988,72,42881,53776
1988,73,41298,52886
1988,74,39248,51584
1988,75,36083,48820
1988,76,32271,44892
1988,77,29082,42142
1988,78,26217,39236
1988,79,22805,35185
1988,80,19705,31886
1988,81,17439,29200
1988,82,15152,26394
1988,83,12643,23411
1988,84,10425,20316
1988,85,8580,17665
1988,86,7012,15306
1988,87,5783,13822
1988,88,4721,12375
1988,89,3471,9698
1988,90,2397,7382
1988,91,1836,6136
1988,92,1376,4950
1988,93,1007,3806
1988,94,748,2890
1988,95,551,2191
1988,96,390,1582
1988,97,282,1132
1988,98,271,1009
1988,99,116,525
1989,0,127902,121568
1989,1,127847,121805
1989,2,127299,121248
1989,3,127748,121275
1989,4,128660,122596
1989,5,128898,123197
1989,6,129509,122919
1989,7,129208,122413
1989,8,128243,121539
1989,9,126522,119542
1989,10,124944,118175
1989,11,125395,119034
1989,12,126192,119660
1989,13,127854,121139
1989,14,130944,124451
1989,15,135165,128331
1989,16,139917,132797
1989,17,146046,139274
1989,18,150547,144774
1989,19,147325,142386
1989,20,141181,137041
1989,21,137397,133578
1989,22,134615,130681
1989,23,133898,130593
1989,24,134788,132356
1989,25,138412,135946
1989,26,142193,139836
1989,27,143826,142058
1989,28,146601,145049
1989,29,146309,144738
1989,30,142055,140696
1989,31,139277,138587
1989,32,137443,136728
1989,33,137012,135996
1989,34,134631,134421
1989,35,131079,131785
1989,36,130467,130971
1989,37,129632,129227
1989,38,130755,130006
1989,39,130813,129204
1989,40,128964,125992
1989,41,129690,125678
1989,42,132119,126798
1989,43,125794,120266
1989,44,114012,109107
1989,45,108638,103834
1989,46,101689,96710
1989,47,96169,90927
1989,48,95031,89737
1989,49,91409,86051
1989,50,87864,82753
1989,51,85405,81315
1989,52,82815,79275
1989,53,80631,77732
1989,54,76621,74341
1989,55,73639,71298
1989,56,72964,70553
1989,57,72406,70133
1989,58,74351,73285
1989,59,75743,74768
1989,60,75108,73502
1989,61,74675,74338
1989,62,73611,74080
1989,63,72805,74878
1989,64,70139,74008
1989,65,67071,71630
1989,66,64685,70513
1989,67,62119,69122
1989,68,60361,69102
1989,69,56048,65318
1989,70,48809,57728
1989,71,43616,53534
1989,72,42116,52769
1989,73,40941,52520
1989,74,39295,51598
1989,75,37078,49995
1989,76,33785,46959
1989,77,30043,43031
1989,78,26848,40219
1989,79,23960,37172
1989,80,20789,33213
1989,81,17859,30002
1989,82,15576,27236
1989,83,13378,24339
1989,84,11061,21436
1989,85,9025,18462
1989,86,7285,15790
1989,87,5877,13539
1989,88,4755,11955
1989,89,3781,10453
1989,90,2766,8162
1989,91,1879,6122
1989,92,1401,4938
1989,93,1020,3895
1989,94,728,2936
1989,95,533,2182
1989,96,386,1614
1989,97,263,1123
1989,98,189,811
1989,99,219,841
1990,0,132237,125072
1990,1,130556,123882
1990,2,128749,122562
1990,3,128224,122031
1990,4,128982,122355
1990,5,130004,123793
1990,6,130043,124128
1990,7,130511,123774
1990,8,130057,123207
1990,9,129250,122384
1990,10,127584,120402
1990,11,126012,119081
1990,12,126444,119885
1990,13,127167,120419
1990,14,128838,121992
1990,15,131867,125352
1990,16,136110,129346
1990,17,140752,133722
1990,18,146915,140127
1990,19,151572,145856
1990,20,148233,143680
1990,21,141565,137967
1990,22,137485,134154
1990,23,134800,131419
1990,24,134210,131583
1990,25,135152,133559
1990,26,138938,137385
1990,27,142854,141247
1990,28,144491,143283
1990,29,147765,146729
1990,30,147813,146590
1990,31,142863,141963
1990,32,139704,139611
1990,33,138124,137753
1990,34,137678,137028
1990,35,135577,135543
1990,36,132163,132802
1990,37,131081,131562
1990,38,130103,129641
1990,39,131455,130758
1990,40,131292,129708
1990,41,129494,126453
1990,42,130206,126246
1990,43,131512,126457
1990,44,125207,120167
1990,45,114409,109921
1990,46,108780,104094
1990,47,101206,96216
1990,48,95784,90638
1990,49,94900,89873
1990,50,91199,86037
1990,51,87894,82751
1990,52,85534,81465
1990,53,82479,79265
1990,54,79891,77455
1990,55,76139,74285
1990,56,73360,71411
1990,57,72342,70231
1990,58,71747,69894
1990,59,73654,73374
1990,60,74897,74664
1990,61,74345,73316
1990,62,73814,74233
1990,63,72598,73800
1990,64,71732,74337
1990,65,69002,73456
1990,66,65858,71046
1990,67,63177,69492
1990,68,60332,67940
1990,69,58476,68023
1990,70,54372,64294
1990,71,47387,56865
1990,72,42067,52621
1990,73,40332,51552
1990,74,39064,51139
1990,75,37354,50206
1990,76,35002,48398
1990,77,31616,45064
1990,78,27907,41061
1990,79,24706,38177
1990,80,21863,35070
1990,81,18922,31310
1990,82,16135,28190
1990,83,13874,25319
1990,84,11790,22350
1990,85,9693,19531
1990,86,7827,16697
1990,87,6195,14051
1990,88,4968,11919
1990,89,3932,10221
1990,90,3002,8677
1990,91,2187,6811
1990,92,1470,5082
1990,93,1068,4000
1990,94,769,3093
1990,95,549,2289
1990,96,388,1669
1990,97,266,1206
1990,98,170,797
1990,99,120,539
1991,0,132051,125043
1991,1,132880,126069
1991,2,131391,124641
1991,3,129638,123343
1991,4,129137,122836
1991,5,130027,123293
1991,6,131003,124763
1991,7,130995,124983
1991,8,131461,124638
1991,9,130904,124024
1991,10,130073,123154
1991,11,128371,121221
1991,12,126754,119879
1991,13,127129,120502
1991,14,127809,120959
1991,15,129434,122558
1991,16,132510,126016
1991,17,136632,130001
1991,18,141020,134325
1991,19,147205,140908
1991,20,151843,146715
1991,21,148269,144371
1991,22,141438,138460
1991,23,137367,134661
1991,24,134781,132169
1991,25,134317,132663
1991,26,135364,134819
1991,27,139430,138760
1991,28,143611,142762
1991,29,145301,144751
1991,30,148660,148119
1991,31,148690,147958
1991,32,143470,143132
1991,33,140211,140664
1991,34,138755,138841
1991,35,138279,137919
1991,36,136253,136431
1991,37,132949,133827
1991,38,131752,132384
1991,39,130577,130141
1991,40,131778,131038
1991,41,131500,129956
1991,42,129563,126664
1991,43,130215,126408
1991,44,131289,126393
1991,45,124693,119881
1991,46,114176,109921
1991,47,108617,104097
1991,48,100851,95977
1991,49,95478,90438
1991,50,94433,89669
1991,51,90728,85839
1991,52,87513,82595
1991,53,85149,81353
1991,54,82009,79126
1991,55,79188,77121
1991,56,75529,74146
1991,57,72941,71427
1991,58,71822,70100
1991,59,71159,69764
1991,60,73003,73171
1991,61,74048,74325
1991,62,73355,72918
1991,63,72753,73801
1991,64,71428,73255
1991,65,70351,73575
1991,66,67520,72622
1991,67,64397,70250
1991,68,61599,68588
1991,69,58592,66900
1991,70,56608,66802
1991,71,52590,63120
1991,72,45714,55729
1991,73,40345,51362
1991,74,38492,50171
1991,75,37101,49594
1991,76,35278,48547
1991,77,32781,46601
1991,78,29388,43172
1991,79,25794,39176
1991,80,22654,36231
1991,81,19871,33118
1991,82,17074,29399
1991,83,14420,26205
1991,84,12220,23355
1991,85,10276,20416
1991,86,8399,17699
1991,87,6721,14980
1991,88,5277,12404
1991,89,4198,10415
1991,90,3236,8734
1991,91,2369,7224
1991,92,1704,5611
1991,93,1141,4136
1991,94,816,3191
1991,95,572,2436
1991,96,394,1803
1991,97,261,1237
1991,98,204,913
1991,99,148,648
1992,0,132971,126147
1992,1,132900,126190
1992,2,133364,126539
1992,3,131917,125221
1992,4,130154,123892
1992,5,129700,123380
1992,6,130604,123876
1992,7,131494,125258
1992,8,131485,125511
1992,9,132065,125294
1992,10,131590,124637
1992,11,130530,123682
1992,12,128757,121783
1992,13,127224,120338
1992,14,127470,120786
1992,15,128092,121345
1992,16,129661,122934
1992,17,132775,126359
1992,18,136748,130349
1992,19,141032,134891
1992,20,147066,141542
1992,21,151514,147003
1992,22,147857,144323
1992,23,141126,138474
1992,24,137267,135030
1992,25,134641,132661
1992,26,134175,133269
1992,27,135585,135572
1992,28,139955,139684
1992,29,144219,143794
1992,30,145913,145727
1992,31,148910,148628
1992,32,148717,148269
1992,33,143853,143734
1992,34,140884,141346
1992,35,139355,139515
1992,36,138575,138306
1992,37,136431,136752
1992,38,133459,134544
1992,39,132456,133198
1992,40,130885,130501
1992,41,131494,130752
1992,42,131298,129857
1992,43,129243,126534
1992,44,129794,126131
1992,45,131544,126651
1992,46,124375,119454
1992,47,113373,109151
1992,48,108310,103918
1992,49,100726,96020
1992,50,95260,90410
1992,51,93754,89212
1992,52,90082,85505
1992,53,86893,82340
1992,54,84361,80970
1992,55,81415,78825
1992,56,78558,76663
1992,57,74818,73787
1992,58,72378,71306
1992,59,71323,70129
1992,60,70643,69720
1992,61,72368,72749
1992,62,73111,73855
1992,63,72130,72385
1992,64,71406,73005
1992,65,69950,72454
1992,66,68691,72645
1992,67,65764,71552
1992,68,62621,69302
1992,69,59911,67793
1992,70,56890,66024
1992,71,54709,65522
1992,72,50654,61797
1992,73,43756,54325
1992,74,38399,49801
1992,75,36549,48637
1992,76,34966,47816
1992,77,32951,46536
1992,78,30476,44645
1992,79,27244,41379
1992,80,23766,37377
1992,81,20688,34313
1992,82,18005,31209
1992,83,15314,27436
1992,84,12764,24091
1992,85,10695,21272
1992,86,8893,18398
1992,87,7160,15768
1992,88,5630,13248
1992,89,4368,10876
1992,90,3413,8974
1992,91,2614,7399
1992,92,1899,6021
1992,93,1315,4593
1992,94,854,3324
1992,95,618,2524
1992,96,437,1885
1992,97,288,1347
1992,98,219,954
1992,99,140,621
1993,0,132616,125600
1993,1,132359,125679
1993,2,132988,126313
1993,3,133682,126921
1993,4,132229,125582
1993,5,130385,124155
1993,6,129925,123657
1993,7,130876,124224
1993,8,131698,125506
1993,9,131721,125787
1993,10,132461,125700
1993,11,132051,125028
1993,12,130754,124003
1993,13,128963,122171
1993,14,127562,120666
1993,15,127710,120956
1993,16,128319,121670
1993,17,129829,123263
1993,18,132975,126739
1993,19,136894,130944
1993,20,140992,135567
1993,21,146690,142055
1993,22,151016,147199
1993,23,147343,144274
1993,24,140855,138639
1993,25,137300,135547
1993,26,134475,133125
1993,27,134106,133715
1993,28,135807,136138
1993,29,140212,140284
1993,30,144569,144407
1993,31,146171,146162
1993,32,148667,148532
1993,33,148262,148273
1993,34,143788,144103
1993,35,141143,141753
1993,36,139568,139873
1993,37,138490,138320
1993,38,136261,136806
1993,39,133749,135019
1993,40,132985,133813
1993,41,130885,130668
1993,42,130903,130220
1993,43,130933,129517
1993,44,128790,126252
1993,45,129212,125752
1993,46,131577,126765
1993,47,123869,118929
1993,48,112499,108297
1993,49,107943,103687
1993,50,100577,96060
1993,51,94986,90374
1993,52,92997,88724
1993,53,89421,85148
1993,54,86240,82123
1993,55,83543,80628
1993,56,80794,78523
1993,57,77870,76175
1993,58,74042,73418
1993,59,71743,71202
1993,60,70771,70147
1993,61,70083,69647
1993,62,71700,72332
1993,63,72184,73369
1993,64,70947,71791
1993,65,70062,72194
1993,66,68452,71603
1993,67,67016,71640
1993,68,63989,70414
1993,69,60785,68280
1993,70,58143,66927
1993,71,55160,65081
1993,72,52799,64185
1993,73,48718,60427
1993,74,41793,52878
1993,75,36440,48179
1993,76,34589,47064
1993,77,32844,46015
1993,78,30688,44501
1993,79,28215,42639
1993,80,25136,39534
